_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1649,1976541,16185107,24,F,W,2016-09-30T20:18:00,"1400 Block Loraine ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1400 Block Loraine ST Pittsburgh, PA 15212",Central North Side,1,2206,6,1,-80.0058271199704,40.4575589662632
5809,1981859,16031937,22,M,B,2017-02-23T18:27:00,"2500 Block Chauncey DR Pittsburgh, PA 15219",2701 Simple Assault.,"2100 Block Park Hill DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8740214028157,40.4529526639559
1652,1976556,16163197,23,M,W,2016-10-18T11:45:00,"S 14th ST & E Carson ST Pittsburgh, PA 15203",9015 Failure To Appear/Arrest on Attachment Order,"2000 Block Wharton ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9768133267008,40.4300208249454
3275,1978703,16220351,18,M,B,2016-11-23T17:41:00,"2500 Block Brackenridge ST Pittsburgh, PA 15219",3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed.,"2500 Block Brackenridge ST Pittsburgh, PA 15219",Terrace Village,2,510,6,3,-79.970104160188,40.444700495408
3525,1979054,16188270,72,M,B,2016-11-18T10:42:00,"600 Block 1st AV Pittsburgh, PA 15219",3802(d)(2) DUI - Drug - Impaired Ability,"Penn AV & N Braddock AV Pittsburgh, PA 15221",Point Breeze North,4,1405,9,3,-79.8951617018695,40.4471326898069
5817,1981867,17032069,20,M,B,2017-02-24T15:00:00,"1200 Block Western AV Pittsburgh, PA 15233",901 Criminal Attempt / 903 Criminal Conspiracy. / 3701 Robbery.,"400 Block Climax ST Pittsburgh, PA 15210",Beltzhoover,3,1809,3,4,-80.0003461661586,40.41979882463
3452,1978957,16231498,13,M,B,2016-12-12T16:07:00,"40 Block Auburn ST Pittsburgh, PA 15206",6110.1 Possesion of Firearm by Minor,"40 Block Auburn ST Pittsburgh, PA 15206",Larimer,5,1204,9,2,-79.9167899601934,40.4637930021206
3927,1979565,16233386,30,M,B,2017-01-09T16:12:00,"Lorenz AV & Chartiers AV Pittsburgh, PA 15220","3925 Receiving Stolen Property. / 7122 Altered, Forged or Counterfeit Documents and Plates","Wilhelm ST & Parnassus WY Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0382939023275,40.4450833291447
5551,1981541,17023306,25,F,W,2017-02-10T15:20:00,"900 Block 2nd AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1800 Block 5th AV Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.9806868303659,40.4381381429604
5810,1981860,16105643,27,F,B,2017-02-24T19:35:00,"6200 Block Penn AV Pittsburgh, PA 15206",9015 Failure To Appear/Arrest on Attachment Order,"7700 Block Formosa WY Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.8884118767654,40.453004352931
598,1975214,16155169,16,M,B,2016-09-08T16:30:00,"200 Block Academy AV Pittsburgh, PA 15228",903 Criminal Conspiracy. / 3702 Robbery of Motor Vehicle.,"6400 Block Frankstown AV Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.9156530020398,40.4607705409411
1653,1976557,16171832,35,M,B,2016-10-19T13:30:00,"900 Block Second AV Pittsburgh, PA 15219",2701 Simple Assault.,"3100 Block Bergman ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.0548672531233,40.456885755361
3774,1979362,16226113,31,M,W,2016-12-03T17:04:00,"1700 Block Parkfield ST Pittsburgh, PA 15210",2701 Simple Assault.,"1700 Block Parkfield ST Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.9963781656112,40.394476452086
3775,1979363,16226153,45,M,B,2016-12-03T17:11:00,"4600 Block E Carson ST Pittsburgh, PA 15203",5505 Public Drunkenness / 6106 Firearms not to be Carried without a License.,"4600 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,4,-79.9557343161636,40.4141463656144
5818,1981868,17028908,46,M,B,2017-02-16T11:10:00,"5TH AV & Ross ST Pittsburgh, PA 15219",3929 Retail Theft.,"200 Block 6TH ST Pittsburgh, PA 15219",Central Business District,2,201,6,6,-80.0022067932467,40.4426998342047
708,1974542,16143549,37,F,W,2016-08-02T18:10:00,"Cedar AV & Foreland ST Pittsburgh, PA 15212",4910 Tampering with or Fabricating Physical Evidence. / 13(a)(32) Paraphernalia - Use or Possession,"Cedar AV & Foreland ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.0019387579446,40.454080431959
1654,1976558,16177231,41,M,W,2016-10-18T14:30:00,"600 Block First AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"2300 Block Beaver AV Pittsburgh, PA 15233",Chateau,1,2108,1,1,-80.0328224890558,40.4624661792001
3776,1979364,16226226,28,M,W,2016-12-03T20:00:00,"2500 Block Banksville RD Pittsburgh, PA 15216",5123 Contraband. / 4502 General Requirements for Braking Systems. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,"2500 Block Banksville RD Pittsburgh, PA 15216",Banksville,6,2023,2,5,-80.034365827263,40.4068160584173
5821,1981877,16176411,24,M,H,2017-02-26T10:15:00,"100 Block W Cherry ST Washington, PA 15301",2701 Simple Assault.,"1600 Block Broadway AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.0249476123519,40.4104418863019
62,1975029,16156204,15,F,H,2016-08-31T13:30:00,"600 Block 1st AV Pittsburgh, PA 15203",2707 Propulsion of Missiles  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"2600 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.9788010618009,40.385442305757
4544,1980307,16133894,34,M,B,2017-01-25T13:45:00,Zone OSC,2706 Terroristic Threats. / 3121 Rape. / 6301 Corruption of Minors. / 3124.1 Sexual Assault / 6318 Unlawful Contact/Communication w/ Minor,Zone 1,,1,,,,,
1656,1976560,16179552,54,M,W,2016-10-18T08:57:00,"500 Block Forbes AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"4100 Block Murray AV Pittsburgh, PA 15217",Greenfield,4,1517,5,3,-79.9284126018213,40.4248886562066
3534,1979065,16200262,42,F,B,2016-12-19T05:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",2701 Simple Assault.,"600 Block Hillsboro ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.0527885905087,40.4538283876589
3787,1979377,16233645,25,F,B,2016-12-16T01:48:00,"1300 Block E Carson ST Pittsburgh, PA 15203",2702 Aggravated Assault. / 5101 Obstructing Admin. of Law  / 5507 Obstructing Highways and Passages. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"1300 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9851751116479,40.428606966018
709,1974544,16143563,52,F,B,2016-08-02T21:45:00,"1100 Block 2nd AV Pittsburgh, PA 15282",2702 Aggravated Assault. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3809(a) Restriction on Alcoholic Beverages in Vehicle,"1100 Block 2nd AV Pittsburgh, PA 15282",Golden Triangle/Civic Arena,2,201,6,3,-79.9927858949823,40.4349881424384
3788,1979378,16233645,23,M,B,2016-12-16T01:48:00,"1300 Block E Carson ST Pittsburgh, PA 15203",5101 Obstructing Admin. of Law  / 5507 Obstructing Highways and Passages. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"1300 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9851751116479,40.428606966018
5763,1981794,17032611,22,M,B,2017-02-21T22:35:00,"7100 Block Gladefield ST Pittsburgh, PA 15206",5121 Escape. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3112 Traffic-Control Signals. / 3734 Driving without Lights to Avoid Identification or Arrest / 6106.1 Carrying Loaded Weapons Other Than Firearms,"7100 Block Gladefield ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1202,9,2,-79.8962785792296,40.4666144416497
70,1974614,16148627,36,F,B,2016-08-16T21:30:00,"600 Block First AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","65 RT & McKees Rocks BRDG Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.0430359425789,40.4789240169674
2475,1977624,16205732,21,M,W,2016-10-31T21:35:00,"400 Block North Shore DR Pittsburgh, PA 15212",3503(a) Criminal Trespass / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"400 Block North Shore DR Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.0123365767722,40.4462630510384
3464,1978979,16226487,56,F,W,2016-12-06T19:30:00,"600 Block First AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,"300 Block Virginia AV Pittsburgh, PA 15211",Mount Washington,3,1903,2,5,-80.0107873405379,40.4314418828549
1657,1976561,16179601,54,M,W,2016-10-18T08:57:00,"500 Block Forbes AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"4100 Block Murray AV Pittsburgh, PA 15217",Greenfield,4,1517,5,3,-79.9284126018213,40.4248886562066
3932,1979570,16239904,47,M,W,2016-12-27T03:40:00,"Saw Mill Run BL & Woodruff ST Pittsburgh, PA 15220",1332 Display of Registration Plate. / 4703 Operation of Vehicle without Official Certif. of Inspection / 1501(A) Valid Driver's License Required / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Saw Mill Run BL & Woodruff ST Pittsburgh, PA 15220",Duquesne Heights,3,1911,2,5,-80.019865907738,40.4258574682724
6763,1983030,16204449,23,M,W,2017-03-25T09:45:00,Zone 2,2706 Terroristic Threats. / 3304 Criminal Mischief.,Zone 3,,3,,,,,
5767,1981816,17030040,24,F,W,2017-02-18T02:42:00,"70 Block E Carson ST Pittsburgh, PA 15210",3802(a)(1) DUI - General Impairment,"70 Block E Carson ST Pittsburgh, PA 15210",South Shore,3,1921,3,5,-80.0019248014831,40.4310759941472
5826,1981882,16225279,27,M,W,2017-02-28T07:40:00,"600 Block 1st AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"1800 Block Centre AV Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.9828927446216,40.4419194419656
6487,1982699,17044539,31,F,O,2017-03-11T18:05:00,"1500 Block E Carson ST Pittsburgh, PA 15203",5104 Resisting Arrest or Other Law Enforcement. / 5502 Failure of Disorderly Persons to Disperse  / 5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages.,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
1658,1976562,16179763,59,M,B,2016-10-19T16:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault. / 3701 Robbery. / 3925 Receiving Stolen Property.,"4900 Block 2nd AV Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9440557014242,40.4099078094696
1659,1976563,16179807,37,M,W,2016-10-18T11:40:00,Zone 2,907 Possessing Instruments of Crime. / 2702 Aggravated Assault.,Zone 2,,2,,,,,
3792,1979382,16234039,55,M,W,2016-12-16T18:49:00,"5200 Block Interboro AV Pittsburgh, PA 15207",3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"5200 Block Interboro AV Pittsburgh, PA 15207",Lincoln Place,4,3102,5,3,-79.9129124378366,40.3702372435743
3793,1979383,16234100,32,M,W,2016-12-16T20:15:00,"Anniston WY & Eckert ST Pittsburgh, PA 15212",3111 Obedience to Traffic-Control Devices. / 3323 Stop Signs and Yield Signs. / 13(a)(32) Paraphernalia - Use or Possession / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 1501(A) Valid Driver's License Required,"Anniston WY & Eckert ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.0336957045188,40.4713729820452
3796,1979386,16234161,31,M,B,2016-12-16T22:30:00,"20 Block Marne WY Pittsburgh, PA 15211","9093 Indirect Criminal Contempt / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","20 Block Marne WY Pittsburgh, PA 15211",Mount Washington,3,1914,2,5,-80.0125544942081,40.4238104772726
3797,1979387,16234182,26,F,B,2016-12-21T03:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3928 Unauthorized Use of Automobile and Other Vehicles. / 1543 Driving While Operating Privilege is Suspended or Revoked.,"500 Block Mt Pleasant RD Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.0009662913311,40.478650565354
3798,1979388,16234214,30,M,H,2016-12-17T00:15:00,"4400 Block Nelson Run RD Pittsburgh, PA 15214",1501 Drivers Required to be Licensed. / 3802(a)(1) DUI - General Impairment,"4400 Block Nelson Run RD Pittsburgh, PA 15214",Summer Hill,1,2612,1,1,-80.0142261510291,40.4965379996136
3799,1979389,16235177,29,F,U,2016-12-18T13:19:00,"Saw Mill Run BL & Whited ST Pittsburgh, PA 15210",3714 Careless Driving / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Saw Mill Run BL & Whited ST Pittsburgh, PA 15210",Carrick,3,2901,4,4,-79.998231164273,40.3962863537483
3800,1979390,16235323,27,M,B,2016-12-18T18:20:00,"Webster AV & Davenport ST Pittsburgh, PA 15219",1332 Display of Registration Plate. / 13(a)(31) Marijuana: Possession Small Amount,"Webster AV & Davenport ST Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9810823873221,40.4459912519562
1660,1976564,16181627,31,M,B,2016-09-25T16:40:00,Zone 5,6106 Firearms not to be Carried without a License. / 1301 Registration and Certificate of Title Required. / 3323 Stop Signs and Yield Signs.,Zone 5,,5,,,,,
5060,1980925,17019196,47,F,B,2017-01-31T19:35:00,"1300 Block Round Top ST Pittsburgh, PA 15205",2701 Simple Assault. / 2706 Terroristic Threats. / 4304(a)(1) Endangering Welfare of Children.,"1300 Block Round Top ST Pittsburgh, PA 15205",Crafton Heights,6,2815,2,5,-80.0568697293707,40.4411948487061
1664,1976568,16185534,22,M,B,2016-10-01T13:13:00,"200 Block Burrows ST Pittsburgh, PA 15213","3502 Burglary. / 5104 Resisting Arrest or Other Law Enforcement. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","200 Block Burrows ST Pittsburgh, PA 15213",Terrace Village,2,510,6,3,-79.9680202904355,40.4386100142039
5769,1981818,17033376,19,M,B,2017-02-23T01:40:00,"Memory LANE & White Hill DR Pittsburgh, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"Memory LANE & White Hill DR Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.9805307858499,40.4483161140809
3492,1979017,16181686,15,F,B,2016-12-19T09:00:00,"7100 Block Highland DR Pittsburgh, PA 15206",903 Criminal Conspiracy. / 2701 Simple Assault. / 3502 Burglary. / 6106 Firearms not to be Carried without a License.,"6800 Block Juniata PL Pittsburgh, PA 15208",Point Breeze,4,1404,8,3,-79.9118068917555,40.4510232442748
3801,1979391,16235375,28,M,W,2016-12-18T20:05:00,"700 Block 2nd AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance,"700 Block 2nd AV Pittsburgh, PA 15219",Bluff,2,103,6,6,-79.9943976816139,40.4352681815947
94,1975511,16165050,16,M,B,2016-09-01T23:22:00,"7300 Block Frankstown AV Pittsburgh, PA 15208",6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6110.1 Possesion of Firearm by Minor / 4914 False Identification to Law Enforcement Authorities,"7300 Block Frankstown AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.8940581879673,40.456938366163
731,1975124,16158328,33,M,W,2016-08-23T16:53:00,"E Warrington AV & Delmont AV Pittsburgh, PA 15210",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"E Warrington AV & Delmont AV Pittsburgh, PA 15210",Beltzhoover,3,1809,3,5,-80.004780038178,40.4207949412094
3802,1979392,16235414,43,M,U,2016-12-18T21:36:00,"800 Block E Warrington AV Pittsburgh, PA 15210",9501 Bench Warrant,"800 Block E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9935775641661,40.4215318771896
1665,1976569,16185575,51,F,W,2016-10-01T15:00:00,"3200 Block Brighton RD Pittsburgh, PA 15212",1501 Drivers Required to be Licensed. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,"3200 Block Brighton RD Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.0307637118205,40.4756397749082
6078,1982178,17033336,30,M,U,2017-02-23T00:08:00,"5th AV & Wilkins AV Pittsburgh, PA 15232",5503 Disorderly Conduct. / 5505 Public Drunkenness,"5th AV & Wilkins AV Pittsburgh, PA 15232",Shadyside,4,703,8,3,-79.9372918109061,40.4477921266811
1667,1976571,16185597,34,F,B,2016-10-06T11:55:00,"600 Block 1st AV Pittsburgh, PA 15219","2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2200 Block Lutz AV Pittsburgh, PA 15210",Carrick,3,2902,4,4,-79.9854221575676,40.3913222045005
5991,1982075,17033392,69,F,B,2017-02-23T02:08:00,"2300 Block Park Hill DR Pittsburgh, PA 15221",9501 Bench Warrant,"2300 Block Park Hill DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8740783783315,40.4547503768469
3938,1979576,16237716,32,F,B,2016-12-22T16:23:00,"1200 Block Smallman ST Pittsburgh, PA 15222",4106 Access Device Fraud / 3926.C1 THEFT OF SERVICES,"1200 Block Smallman ST Pittsburgh, PA 15222",Strip District,2,203,7,6,-79.9929035978015,40.4463370997813
5323,1981267,17020517,22,M,W,2017-02-02T19:44:00,"Blvd Of The Allies & Mc Devitt PL Pittsburgh, PA 15213",3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,"Blvd Of The Allies & Mc Devitt PL Pittsburgh, PA 15213",South Oakland,4,409,6,3,-79.9630621066378,40.4356851821008
3736,1979307,16230432,61,F,W,2016-12-10T16:43:00,"100 Block Hackstown ST Pittsburgh, PA 15203",13(a)(32) Paraphernalia - Use or Possession,"100 Block Hackstown ST Pittsburgh, PA 15203",South Side Slopes,3,1706,3,4,-79.985983952506,40.4243224759136
735,1975071,16157557,23,M,B,2016-08-22T16:10:00,"1500 Block Brighton RD Pittsburgh, PA 15212",9501 Bench Warrant,"1500 Block Brighton RD Pittsburgh, PA 15212",California-Kirkbride,1,2507,6,1,-80.0165155590882,40.4565150486953
736,1975075,16122941,25,F,W,2016-09-08T01:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"3400 Block Blvd Of The Allies Pittsburgh, PA 15213",South Oakland,4,409,3,3,-79.9581539356679,40.4358486768792
4573,1980337,17007951,19,M,B,2017-01-13T19:55:00,"70 Block Pedro WY Pittsburgh, PA 15210","5126 Flight to Avoid Apprehension, Trial or Punishment.","70 Block Pedro WY Pittsburgh, PA 15210",Allentown,3,1803,3,4,-79.9970275459135,40.4230245328081
737,1974823,16153250,32,M,B,2016-08-26T13:58:00,"900 Block 2nd AV Pittsburgh, PA 15219",3701 Robbery.,"500 Block Smithfield ST Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.9981161554363,40.4403320760988
3803,1979393,16235448,25,M,W,2016-12-18T23:21:00,"500 Block N Negley AV Pittsburgh, PA 15206",2701 Simple Assault. / 2705 Recklessy Endangering Another Person.,"500 Block N Negley AV Pittsburgh, PA 15206",East Liberty,5,1113,9,2,-79.9277240358097,40.4678115188504
1669,1976573,16118343,26,M,B,2016-10-17T16:35:00,"200 Block Rochelle ST Pittsburgh, PA 15210","903 Criminal Conspiracy. / 2501 Criminal Homicide. / 4910 Tampering with or Fabricating Physical Evidence. / 5510 Abuse of Corpse. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","Mohawk ST & Beelen ST Pittsburgh, PA 15213",West Oakland,4,402,6,3,-79.9711303718961,40.4375897696917
1670,1976574,16148711,21,M,B,2016-10-11T13:35:00,"400 Block Broadway AV McKees Rocks, PA 15136","2501 Criminal Homicide. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","800 Block MT PLEASANT RD PITTSBURGH, PA 15214",Northview Heights,1,2609,1,1,-79.9994730748032,40.4757439823247
